#,Ticker,Name,Adj.Slope90,Adj.Slope125,Adj.Slope250,Avg.Slope.125.250,Sector,Industry,"Max Gap","Target Weight","Stock Trend - SMA100",ATR,Updated,"Close Price"
347,VIAB,"Viacom Inc Class B Common",-0.1,8.28,-0.01,4.135000,"Consumer Cyclicals","Entertainment Production",7.54,3.03,-1,1.12,2017-05-16,33.87
348,FLS,"Flowserve Corp Common",-0.1,-0.00,0.09,0.045000,Industrials,"Industrial Machinery & Equipment",4.80,4.47,1,1.11,2017-05-16,49.58
349,ADM,"Archer Daniels Midland Co Common",-0.2,-0.07,1.31,0.620000,"Consumer non-Cyclicals","Food Processing",8.88,5.53,-1,0.76,2017-05-16,41.9
350,FE,"FirstEnergy Corp Common",-0.2,-0.99,-8.16,-4.575000,Utilities,"Electric Utilities",2.96,5.90,-1,0.49,2017-05-16,28.69
351,ABC,"AmerisourceBergen Corp Common",-0.2,8.41,1.81,5.110000,"Consumer non-Cyclicals","Drug Retailers",4.71,5.61,1,1.59,2017-05-16,89.12
352,CME,"CME Group Inc Class A Common",-0.2,1.52,28.84,15.180000,Financials,"Financial & Commodity Market Operators & Service P",4.56,6.96,-1,1.68,2017-05-16,116.68
353,PSA,"Public Storage Common",-0.3,0.23,-4.93,-2.350000,Financials,"Specialized REITs",4.88,5.70,-1,3.65,2017-05-16,208.14
354,VMC,"Vulcan Materials Co Common",-0.3,-2.18,0.62,-0.780000,"Basic Materials","Construction Materials",4.90,4.27,1,3.00,2017-05-16,128.33
355,NUE,"Nucor Corp Common",-0.3,-1.04,17.37,8.165000,"Basic Materials",Steel,5.16,4.13,-1,1.40,2017-05-16,57.78
356,FOXA,"Twenty-First Century Fox Inc Class A Common",-0.4,4.99,6.23,5.610000,"Consumer Cyclicals","Entertainment Production",5.09,4.20,-1,0.65,2017-05-16,27.34
357,FOX,"Twenty-First Century Fox Inc Class B Common",-0.4,4.35,3.45,3.900000,"Consumer Cyclicals","Entertainment Production",5.03,4.41,-1,0.61,2017-05-16,27.11
358,TSN,"Tyson Foods Inc Class A Common",-0.5,0.10,-2.90,-1.400000,"Consumer non-Cyclicals","Food Processing",6.08,5.47,-1,1.06,2017-05-16,57.85
359,URI,"United Rentals Inc Common",-0.6,10.98,89.29,50.135000,Industrials,"Business Support Services",11.20,3.36,-1,3.32,2017-05-16,111.72
360,APD,"Air Products and Chemicals Inc Common",-0.6,-2.05,1.11,-0.470000,"Basic Materials","Commodity Chemicals",4.57,8.17,1,1.77,2017-05-16,144.35
361,INTC,"Intel Corp Common",-0.6,0.01,4.02,2.015000,Technology,Semiconductors,3.42,7.14,-1,0.50,2017-05-16,35.82
362,USB,"U.S. Bancorp Common",-0.7,0.53,31.76,16.145000,Financials,Banks,2.86,7.01,-1,0.74,2017-05-16,51.96
363,MS,"Morgan Stanley Common",-0.7,0.41,80.22,40.315000,Financials,"Investment Banking & Brokerage Services",5.46,5.29,-1,0.82,2017-05-16,43.38
364,MCK,"McKesson Corp Common",-0.7,-0.00,-21.11,-10.555000,"Consumer non-Cyclicals","Drug Retailers",8.31,5.82,1,2.49,2017-05-16,144.92
365,AES,"AES Corp Common",-0.8,-1.79,-1.40,-1.595000,Utilities,"Electric Utilities",6.62,5.39,-1,0.21,2017-05-16,11.32
366,CHRW,"C.H. Robinson Worldwide Inc Common",-0.9,-0.00,2.18,1.090000,Industrials,"Ground Freight & Logistics",6.29,6.26,-1,1.11,2017-05-16,69.6
367,BXP,"Boston Properties Common",-1.0,1.00,-0.05,0.475000,Financials,"Commercial REITs",4.94,6.41,-1,1.89,2017-05-16,120.89
368,EXC,"Exelon Corp Common",-1.1,1.34,0.03,0.685000,Utilities,"Electric Utilities",3.34,6.58,-1,0.52,2017-05-16,34.51
369,K,"Kellogg Co Common",-1.3,-0.37,-6.22,-3.295000,"Consumer non-Cyclicals","Food Processing",4.01,7.15,-1,0.98,2017-05-16,70.35
370,PCAR,"PACCAR Inc Common",-1.3,2.87,27.26,15.065000,Industrials,"Heavy Machinery & Vehicles",3.56,5.07,-1,1.27,2017-05-16,64.44
371,MTB,"M&T Bank Corp Common",-1.4,2.23,46.35,24.290000,Financials,Banks,3.91,5.80,1,2.80,2017-05-16,162.37
372,PWR,"Quanta Services Inc Common",-1.5,0.96,64.79,32.875000,Industrials,"Construction & Engineering",7.59,3.83,-1,0.83,2017-05-16,31.82
373,VLO,"Valero Energy Corp Common",-1.5,-0.00,29.83,14.915000,Energy,"Oil & Gas Refining and Marketing",3.62,5.45,-1,1.18,2017-05-16,64.54
374,IP,"International Paper Co Common",-1.6,0.01,20.21,10.110000,"Basic Materials","Paper Packaging",5.58,6.33,1,0.83,2017-05-16,52.88
375,DG,"Dollar General Corp Common",-1.6,-7.14,-11.85,-9.495000,"Consumer Cyclicals","Discount Stores",4.91,5.83,-1,1.22,2017-05-16,70.94
376,AIV,"Apartment Investment and Management Co Class A Com",-1.6,1.10,0.10,0.600000,Financials,"Residential REITs",2.85,5.92,-1,0.72,2017-05-16,42.64
377,O,"Realty Income Common",-1.7,1.45,-6.01,-2.280000,Financials,"Commercial REITs",3.58,4.81,-1,1.11,2017-05-16,53.21
378,TSO,"Tesoro Corp Common",-2.0,-6.92,3.05,-1.935000,Energy,"Oil & Gas Refining and Marketing",3.55,4.75,-1,1.72,2017-05-16,81.88
379,RF,"Regions Financial Corp Common",-2.1,0.14,74.80,37.470000,Financials,Banks,6.13,4.24,1,0.34,2017-05-16,14.54
380,WFC,"Wells Fargo & Co Common",-2.1,0.01,13.09,6.550000,Financials,Banks,3.51,5.86,-1,0.91,2017-05-16,53.26
381,LNC,"Lincoln National Corp Common",-2.2,0.02,72.72,36.370000,Financials,"Life & Health Insurance",5.28,5.12,1,1.33,2017-05-16,68.09
382,SNI,"Scripps Networks Interactive Inc Class A Common",-2.3,1.33,18.91,10.120000,"Consumer Cyclicals",Broadcasting,7.18,3.92,-1,1.72,2017-05-16,67.68
383,NLSN,"Nielsen Holdings PLC Common",-2.4,-1.60,-23.65,-12.625000,"Consumer Cyclicals","Advertising & Marketing",3.87,5.37,-1,0.75,2017-05-16,40.53
384,JCI,"Johnson Controls International PLC Common",-2.5,-6.40,0.95,-2.725000,"Consumer Cyclicals","Auto, Truck & Motorcycle Parts",3.37,6.49,-1,0.65,2017-05-16,42.07
385,PAYX,"Paychex Inc Common",-2.6,-0.03,0.86,0.415000,Industrials,"Employment Services",2.94,8.13,-1,0.70,2017-05-16,57.16
386,SLG,"SL Green Realty Common",-2.9,-0.11,0.00,-0.055000,Financials,"Commercial REITs",2.92,5.93,-1,1.72,2017-05-16,102.24
387,COP,"ConocoPhillips Common",-3.0,-0.72,8.24,3.760000,Energy,"Oil & Gas Exploration and Production",8.81,4.34,-1,1.08,2017-05-16,47.13
388,TAP,"Molson Coors Brewing Co Class B Common",-3.0,-2.05,-1.99,-2.020000,"Consumer non-Cyclicals",Brewers,4.69,7.14,-1,1.32,2017-05-16,94.07
389,SCHW,"Charles Schwab Corp Common",-3.4,0.17,52.82,26.495000,Financials,"Investment Banking & Brokerage Services",6.38,4.96,1,0.82,2017-05-16,40.67
390,RHI,"Robert Half International Inc Common",-3.5,-0.00,22.62,11.310000,Industrials,"Employment Services",7.27,5.25,-1,0.91,2017-05-16,47.55
391,COTY,"Coty Inc Class A Common",-3.5,-1.53,-33.50,-17.515000,"Consumer non-Cyclicals","Personal Products",11.89,3.52,1,0.54,2017-05-16,18.87
392,AAL,"American Airlines Group Inc Common",-3.6,-5.60,38.33,16.365000,Industrials,Airlines,5.32,3.63,1,1.29,2017-05-16,46.94
393,SNA,"Snap-On Inc Common",-3.8,-0.53,6.12,2.795000,Industrials,"Industrial Machinery & Equipment",7.39,6.59,-1,2.59,2017-05-16,170.68
394,OMC,"Omnicom Group Inc Common",-3.9,-4.33,0.45,-1.940000,"Consumer Cyclicals","Advertising & Marketing",3.58,7.98,-1,1.03,2017-05-16,81.91
395,PXD,"Pioneer Natural Resources Co Common",-4.1,-1.03,6.19,2.580000,Energy,"Oil & Gas Exploration and Production",5.45,4.35,-1,4.01,2017-05-16,174.79
396,VRSK,"Verisk Analytics Inc Common",-4.1,-2.94,0.00,-1.470000,Technology,"IT Services & Consulting",6.61,7.02,-1,1.12,2017-05-16,78.82
397,HBAN,"Huntington Bancshares Inc Common",-4.2,0.02,47.85,23.935000,Financials,Banks,6.07,4.92,-1,0.26,2017-05-16,13.04
398,LKQ,"LKQ Corp Common",-4.4,-9.44,-5.54,-7.490000,"Consumer Cyclicals","Auto, Truck & Motorcycle Parts",4.45,5.87,1,0.53,2017-05-16,30.98
399,XOM,"Exxon Mobil Corp Common",-4.8,-11.62,-6.75,-9.185000,Energy,"Oil & Gas Refining and Marketing",2.09,9.46,-1,0.87,2017-05-16,82.55
400,ROST,"Ross Stores Inc Common",-4.9,-3.94,11.67,3.865000,"Consumer Cyclicals","Apparel & Accessories Retailers",2.67,5.58,-1,1.10,2017-05-16,61.5
401,EQT,"EQT Corp Common",-5.0,-21.08,-19.46,-20.270000,Energy,"Oil & Gas Exploration and Production",7.07,3.67,-1,1.53,2017-05-16,56.16
402,RL,"Ralph Lauren Corp Class A Common",-5.0,-32.44,-10.24,-21.340000,"Consumer Cyclicals","Apparel & Accessories",12.32,3.84,-1,1.92,2017-05-16,73.94
403,KSS,"Kohls Corp Common",-5.0,-37.35,0.04,-18.655000,"Consumer Cyclicals","Department Stores",7.84,2.79,-1,1.32,2017-05-16,36.82
404,MET,"Metlife Inc Common",-5.7,-8.62,24.84,8.110000,Financials,"Life & Health Insurance",5.27,6.01,-1,0.86,2017-05-16,51.85
405,WU,"Western Union Co Common",-5.8,-11.51,0.01,-5.750000,Industrials,"Business Support Services",4.32,6.42,-1,0.30,2017-05-16,19.15
406,FFIV,"F5 Networks Inc Common",-5.9,-4.30,16.04,5.870000,Technology,"IT Services & Consulting",8.25,5.66,-1,2.32,2017-05-16,131.38
407,QCOM,"Qualcomm Inc Common",-5.9,-27.65,-0.03,-13.840000,Technology,"Communications & Networking",12.72,6.60,-1,0.85,2017-05-16,55.95
408,ETFC,"E*TRADE Financial Corp Common",-6.1,-0.04,46.12,23.040000,Financials,"Investment Banking & Brokerage Services",8.86,4.42,-1,0.80,2017-05-16,35.28
409,NAVI,"Navient Corp Common",-6.1,-21.72,6.62,-7.550000,Financials,"Consumer Lending",6.41,3.70,-1,0.39,2017-05-16,14.42
410,DAL,"Delta Air Lines Inc Common",-6.1,-4.29,20.02,7.865000,Industrials,Airlines,5.35,4.96,1,1.00,2017-05-16,49.51
411,TXT,"Textron Inc Common",-6.2,-0.07,26.92,13.425000,Industrials,"Aerospace & Defense",5.37,6.11,1,0.79,2017-05-16,48.18
412,T,"AT&T Inc Common",-6.8,-0.01,-0.00,-0.005000,"Telecommunication Services","Wireless Telecommunications Services",2.19,8.10,-1,0.47,2017-05-16,38.19
413,PSX,"Phillips 66 Common",-7.1,-15.21,0.05,-7.580000,Energy,"Oil & Gas Refining and Marketing",2.63,6.95,-1,1.13,2017-05-16,78.54
414,BHI,"Baker Hughes Inc Common",-7.6,-11.48,30.25,9.385000,Energy,"Oil Related Services and Equipment",3.34,4.19,-1,1.37,2017-05-16,57.5
415,HRL,"Hormel Foods Corp Common",-7.6,-0.18,-0.51,-0.345000,"Consumer non-Cyclicals","Food Processing",5.39,8.06,-1,0.42,2017-05-16,34.18
416,FAST,"Fastenal Co Common",-7.6,-0.01,5.35,2.670000,Industrials,"Industrial Machinery & Equipment",8.05,4.76,-1,0.92,2017-05-16,43.96
417,UPS,"United Parcel Service Inc Class B Common",-8.0,-16.15,0.01,-8.070000,Industrials,"Courier, Postal, Air Freight & Land-based Logistic",6.75,7.88,-1,1.33,2017-05-16,104.5
418,OKE,"ONEOK Inc Common",-8.2,-2.70,16.96,7.130000,Energy,"Oil & Gas Transportation Services",5.37,4.54,-1,1.12,2017-05-16,50.89
419,ORLY,"O'Reilly Automotive Inc Common",-8.3,-9.28,-0.57,-4.925000,"Consumer Cyclicals","Auto Vehicles, Parts & Service Retailers",4.13,4.96,-1,5.14,2017-05-16,254.91
420,ZION,"Zions Bancorp Common",-8.6,-0.00,70.40,35.200000,Financials,Banks,5.44,4.37,-1,0.93,2017-05-16,40.66
421,PRGO,"Perrigo Company PLC Common",-8.7,-25.10,-24.39,-24.745000,Healthcare,Pharmaceuticals,11.70,3.82,-1,1.95,2017-05-16,74.55
422,NEM,"Newmont Mining Corp Common",-8.8,0.00,-4.56,-2.280000,"Basic Materials",Gold,5.85,4.29,-1,0.79,2017-05-16,33.75
423,GE,"General Electric Co Common",-8.9,-12.41,-0.63,-6.520000,Industrials,"Industrial Conglomerates",2.55,8.06,-1,0.35,2017-05-16,28.04
424,M,"Macy's Inc Common",-9.2,-41.27,-4.51,-22.890000,"Consumer Cyclicals","Department Stores",17.01,2.48,-1,0.92,2017-05-16,22.82
425,SJM,"J M Smucker Co Common",-9.2,0.00,-3.64,-1.820000,"Consumer non-Cyclicals","Food Processing",4.39,9.62,-1,1.30,2017-05-16,124.77
426,GS,"Goldman Sachs Group Inc Common",-9.4,-0.01,63.92,31.955000,Financials,"Investment Banking & Brokerage Services",4.72,5.94,-1,3.79,2017-05-16,225.6
427,CXO,"Concho Resources Inc Common",-9.8,-6.10,2.14,-1.980000,Energy,"Oil & Gas Exploration and Production",6.83,4.36,-1,3.05,2017-05-16,133.08
428,IBM,"International Business Machines Corp Common",-11.1,-0.01,5.36,2.675000,Technology,"IT Services & Consulting",4.92,7.91,-1,1.94,2017-05-16,153.68
429,NOV,"National Oilwell Varco Inc Common",-11.4,-1.10,6.97,2.935000,Energy,"Oil Related Services and Equipment",4.89,3.99,-1,0.85,2017-05-16,34.08
430,MNK,"Mallinckrodt Plc Common",-11.6,-22.32,-24.45,-23.385000,Healthcare,Pharmaceuticals,6.16,2.85,-1,1.57,2017-05-16,44.83
431,R,"Ryder System Inc Common",-11.8,-12.94,6.80,-3.070000,Industrials,"Ground Freight & Logistics",13.87,4.19,-1,1.57,2017-05-16,65.67
432,BBT,"BB&T Corp Common",-12.3,-2.23,27.07,12.420000,Financials,Banks,4.82,6.11,-1,0.71,2017-05-16,43.73
433,COF,"Capital One Financial Corp Common",-12.3,-1.38,28.02,13.320000,Financials,"Consumer Lending",3.61,4.99,-1,1.62,2017-05-16,80.69
434,ALXN,"Alexion Pharmaceuticals Inc Common",-13.2,-0.06,-0.85,-0.455000,Healthcare,Pharmaceuticals,5.12,3.71,-1,3.24,2017-05-16,120.3
435,FRT,"Federal Realty Investment Trust Common",-13.3,-8.53,-17.25,-12.890000,Financials,"Commercial REITs",3.31,4.88,-1,2.50,2017-05-16,122.46
436,BBBY,"Bed Bath & Beyond Inc Common",-14.1,-24.87,-7.90,-16.385000,"Consumer Cyclicals","Home Furnishings Retailers",3.58,4.54,-1,0.78,2017-05-16,35.48
437,GILD,"Gilead Sciences Inc Common",-14.8,-19.18,-21.73,-20.455000,Healthcare,"Biotechnology & Medical Research",8.61,7.05,-1,0.93,2017-05-16,65.72
438,VZ,"Verizon Communications Inc Common",-14.8,-8.82,-5.11,-6.965000,"Telecommunication Services","Integrated Telecommunications Services",4.37,8.03,-1,0.56,2017-05-16,45.31
439,GPC,"Genuine Parts Co Common",-15.1,-8.27,-2.49,-5.380000,"Consumer Cyclicals","Auto, Truck & Motorcycle Parts",3.50,7.23,-1,1.27,2017-05-16,91.54
440,ALK,"Alaska Air Group Inc Common",-15.4,0.18,53.16,26.670000,Industrials,Airlines,5.18,4.57,-1,1.86,2017-05-16,84.73
441,FITB,"Fifth Third Bancorp Common",-15.7,-5.14,44.75,19.805000,Financials,Banks,4.87,4.54,-1,0.55,2017-05-16,24.9
442,KORS,"Michael Kors Holdings Ltd Common",-15.8,-35.87,-20.76,-28.315000,"Consumer Cyclicals","Apparel & Accessories Retailers",10.80,4.12,-1,0.87,2017-05-16,35.95
443,SCG,"SCANA Corp Common",-16.0,-15.97,-4.40,-10.185000,Utilities,"Electric Utilities",4.53,7.28,-1,0.89,2017-05-16,65.13
444,JEC,"Jacobs Engineering Group Inc Common",-16.7,-17.40,3.67,-6.865000,Industrials,"Construction & Engineering",5.25,4.76,-1,1.10,2017-05-16,52.6
445,LYB,"LyondellBasell Industries NV Class A Common",-16.8,-0.35,10.76,5.205000,"Basic Materials","Commodity Chemicals",4.35,4.77,-1,1.74,2017-05-16,83.06
446,FLR,"Fluor Corp Common",-17.1,-4.11,0.12,-1.995000,Industrials,"Construction & Engineering",4.78,4.26,-1,1.09,2017-05-16,46.62
447,AIG,"American International Group Inc Common",-17.5,-9.54,8.78,-0.380000,Financials,"Multiline Insurance & Brokers",9.03,6.83,-1,0.91,2017-05-16,62.08
448,REG,"Regency Centers Corp Common",-17.8,-2.65,-18.58,-10.615000,Financials,"Commercial REITs",3.31,4.61,-1,1.28,2017-05-16,58.96
449,TRIP,"TripAdvisor Inc Common",-17.9,-11.07,-34.96,-23.015000,"Consumer Cyclicals","Leisure & Recreation",10.97,3.53,-1,1.29,2017-05-16,45.62
450,AZO,"Autozone Inc Common",-18.4,-22.89,-3.97,-13.430000,"Consumer Cyclicals","Auto Vehicles, Parts & Service Retailers",3.98,5.44,-1,12.21,2017-05-16,669.83
451,GM,"General Motors Co Common",-18.9,-1.02,14.92,6.950000,"Consumer Cyclicals","Auto & Truck Manufacturers",4.84,5.10,-1,0.65,2017-05-16,33.42
452,VNO,"Vornado Realty Trust Common",-19.1,-0.37,0.20,-0.085000,Financials,"Commercial REITs",2.95,5.80,-1,1.60,2017-05-16,93.1
453,CSRA,"CSRA Inc Common",-19.4,-18.02,15.77,-1.125000,Technology,"IT Services & Consulting",6.91,6.00,-1,0.50,2017-05-16,29.75
454,CPB,"Campbell Soup Co Common",-19.8,-0.54,-0.55,-0.545000,"Consumer non-Cyclicals","Food Processing",6.51,8.19,-1,0.70,2017-05-16,57.11
455,KMI,"Kinder Morgan Inc Common",-19.9,-2.02,3.14,0.560000,Energy,"Oil & Gas Transportation Services",2.95,5.19,-1,0.38,2017-05-16,19.8
456,CVX,"Chevron Corp Common",-20.9,-9.98,3.69,-3.145000,Energy,"Oil & Gas Refining and Marketing",2.63,7.27,-1,1.47,2017-05-16,107.25
457,PBCT,"People's United Financial Inc Common",-22.1,-9.44,17.18,3.870000,Financials,Banks,4.35,5.65,-1,0.30,2017-05-16,17.15
458,CHK,"Chesapeake Energy Corp Common",-22.2,-27.77,4.37,-11.700000,Energy,"Oil & Gas Exploration and Production",7.79,2.10,-1,0.26,2017-05-16,5.54
459,MUR,"Murphy Oil Corp Common",-22.3,-29.08,-0.75,-14.915000,Energy,"Oil & Gas Exploration and Production",6.74,2.93,-1,0.89,2017-05-16,26.18
460,GIS,"General Mills Inc Common",-22.6,-13.74,-11.02,-12.380000,"Consumer non-Cyclicals","Food Processing",3.75,7.42,-1,0.76,2017-05-16,56.09
461,DFS,"Discover Financial Services Common",-22.8,-7.94,17.32,4.690000,Financials,"Consumer Lending",3.26,5.15,-1,1.17,2017-05-16,60.17
462,EOG,"EOG Resources Inc Common",-22.9,-7.87,10.78,1.455000,Energy,"Oil & Gas Exploration and Production",4.72,4.70,-1,1.99,2017-05-16,93.83
463,UA,"Under Armour Inc Class C Common",-23.2,-41.79,-50.83,-46.310000,"Consumer Cyclicals","Apparel & Accessories",23.40,3.13,-1,0.57,2017-05-16,17.97
464,SPG,"Simon Property Group Common",-24.2,-12.34,-19.52,-15.930000,Financials,"Commercial REITs",3.39,4.74,-1,3.24,2017-05-16,154.13
465,SEE,"Sealed Air Corp Common",-24.5,-9.08,-0.57,-4.825000,"Basic Materials","Non-Paper Containers & Packaging",8.86,4.97,-1,0.88,2017-05-16,43.71
466,JBHT,"J B Hunt Transport Services Inc Common",-25.4,-6.99,11.24,2.125000,Industrials,"Ground Freight & Logistics",3.74,5.71,-1,1.50,2017-05-16,85.98
467,MAC,"Macerich Co Common",-25.8,-18.47,-23.20,-20.835000,Financials,"Commercial REITs",4.39,4.15,-1,1.38,2017-05-16,57.44
468,GGP,"GGP Inc Common",-26.0,-19.57,-18.18,-18.875000,Financials,"Commercial REITs",4.63,3.74,-1,0.59,2017-05-16,22.01
469,ESRX,"Express Scripts Holding Co Common",-26.2,-24.98,-11.00,-17.990000,"Consumer non-Cyclicals","Drug Retailers",10.77,4.85,-1,1.24,2017-05-16,60.16
470,KR,"Kroger Co Common",-27.2,-24.14,-5.95,-15.045000,"Consumer non-Cyclicals","Food Retail & Distribution",4.34,5.12,-1,0.56,2017-05-16,28.82
471,MRO,"Marathon Oil Corp Common",-27.7,-19.30,3.35,-7.975000,Energy,"Oil & Gas Exploration and Production",8.66,2.86,-1,0.50,2017-05-16,14.43
472,F,"Ford Motor Co Common",-27.9,-9.40,-4.16,-6.780000,"Consumer Cyclicals","Auto & Truck Manufacturers",4.56,6.04,-1,0.18,2017-05-16,10.94
473,AYI,"Acuity Brands Inc Common",-28.6,-45.32,-24.70,-35.010000,"Consumer Cyclicals","Construction Supplies & Fixtures",14.77,3.46,-1,4.98,2017-05-16,172.7
474,KMX,"Carmax Inc Common",-28.7,-0.82,8.56,3.870000,"Consumer Cyclicals","Auto Vehicles, Parts & Service Retailers",4.31,4.19,-1,1.47,2017-05-16,61.66
475,OXY,"Occidental Petroleum Corp Common",-29.5,-25.54,-17.08,-21.310000,Energy,"Oil & Gas Exploration and Production",4.10,5.28,-1,1.14,2017-05-16,60.53
476,HES,"Hess Corp Common",-30.0,-23.97,-2.74,-13.355000,Energy,"Oil & Gas Refining and Marketing",4.87,3.45,-1,1.41,2017-05-16,48.78
477,UAA,"Under Armour Inc Class A Common",-30.9,-54.93,-49.44,-52.185000,"Consumer Cyclicals","Apparel & Accessories",25.74,2.90,-1,0.67,2017-05-16,19.48
478,LB,"L Brands Inc Common",-31.0,-51.34,-22.41,-36.875000,"Consumer Cyclicals","Apparel & Accessories Retailers",15.81,3.33,-1,1.45,2017-05-16,48.29
479,NFX,"Newfield Exploration Co Common",-32.5,-32.94,-8.19,-20.565000,Energy,"Oil & Gas Exploration and Production",8.05,2.93,-1,1.18,2017-05-16,34.59
480,TGT,"Target Corp Common",-33.5,-50.88,-10.90,-30.890000,"Consumer Cyclicals","Discount Stores",12.17,5.47,-1,1.00,2017-05-16,54.53
481,SLB,"Schlumberger NV Common",-35.4,-19.48,-0.00,-9.740000,Energy,"Oil Related Services and Equipment",2.57,5.65,-1,1.26,2017-05-16,71.37
482,XEC,"Cimarex Energy Co Common",-35.5,-21.61,0.04,-10.785000,Energy,"Oil & Gas Exploration and Production",3.86,3.92,-1,2.98,2017-05-16,117.16
483,SYF,"Synchrony Financial Common",-35.9,-13.04,11.57,-0.735000,Financials,"Consumer Lending",15.89,3.02,-1,0.89,2017-05-16,26.84
484,APA,"Apache Corp Common",-37.9,-42.90,-0.12,-21.510000,Energy,"Oil & Gas Exploration and Production",3.90,3.76,-1,1.36,2017-05-16,50.97
485,DVN,"Devon Energy Corp Common",-38.4,-25.73,2.22,-11.755000,Energy,"Oil & Gas Exploration and Production",6.52,3.47,-1,1.09,2017-05-16,37.92
486,AAP,"Advance Auto Parts Inc Common",-39.3,-32.14,-0.12,-16.130000,"Consumer Cyclicals","Auto Vehicles, Parts & Service Retailers",2.91,5.51,-1,2.63,2017-05-16,145.25
487,MAT,"Mattel Inc Common",-39.3,-41.70,-23.33,-32.515000,"Consumer Cyclicals","Toys & Children's Products",17.65,4.32,-1,0.52,2017-05-16,22.65
488,EVHC,"Envision Healthcare Corp Common",-39.4,-17.72,-10.95,-14.335000,Healthcare,"Healthcare Facilities & Services",6.30,3.85,-1,1.46,2017-05-16,56.15
489,GWW,"W W Grainger Inc Common",-39.4,-7.79,0.00,-3.895000,Industrials,"Industrial Machinery & Equipment",11.39,4.31,-1,4.15,2017-05-16,179.1
490,AKAM,"Akamai Technologies Inc Common",-40.2,-20.93,5.21,-7.860000,Technology,"IT Services & Consulting",15.52,3.56,-1,1.38,2017-05-16,49.15
491,NBL,"Noble Energy Inc Common",-40.4,-20.89,-0.03,-10.460000,Energy,"Oil & Gas Exploration and Production",7.11,3.88,-1,0.81,2017-05-16,31.61
492,HP,"Helmerich and Payne Inc Common",-41.2,-26.50,0.57,-12.965000,Energy,"Oil & Gas Drilling",7.40,3.35,-1,1.74,2017-05-16,58.24
493,SIG,"Signet Jewelers Ltd Common",-41.9,-54.48,-13.68,-34.080000,"Consumer Cyclicals","Apparel & Accessories Retailers",12.75,3.28,-1,1.78,2017-05-16,58.52
494,TSCO,"Tractor Supply Co Common",-42.3,-28.11,-18.48,-23.295000,"Consumer Cyclicals","Other Specialty Retailers",8.32,4.49,-1,1.31,2017-05-16,58.69
495,MOS,"Mosaic Co Common",-42.4,-5.44,0.73,-2.355000,"Basic Materials","Agricultural Chemicals",7.15,3.46,-1,0.68,2017-05-16,23.41
496,RRC,"Range Resources Corp Common",-44.1,-46.45,-37.61,-42.030000,Energy,"Oil & Gas Exploration and Production",6.64,2.91,-1,0.87,2017-05-16,25.16
497,FCX,"Freeport-McMoRan Inc Common",-44.6,-21.82,6.74,-7.540000,"Basic Materials","Integrated  Mining",8.27,2.66,-1,0.44,2017-05-16,11.77
498,HAL,"Halliburton Co Common",-45.8,-11.49,8.96,-1.265000,Energy,"Oil Related Services and Equipment",3.49,4.38,-1,1.07,2017-05-16,46.78
499,KIM,"Kimco Realty Common",-46.7,-37.29,-29.35,-33.320000,Financials,"Commercial REITs",4.17,3.59,-1,0.51,2017-05-16,18.15
500,CF,"CF Industries Holdings Inc Common",-48.5,-2.23,5.72,1.745000,"Basic Materials","Agricultural Chemicals",6.12,2.94,-1,0.96,2017-05-16,28.07
501,AN,"AutoNation Inc Common",-49.1,-15.05,-4.52,-9.785000,"Consumer Cyclicals","Auto Vehicles, Parts & Service Retailers",4.21,3.67,-1,1.10,2017-05-16,40.4
502,APC,"Anadarko Petroleum Corp Common",-49.6,-22.35,5.69,-8.330000,Energy,"Oil & Gas Exploration and Production",7.69,3.60,-1,1.44,2017-05-16,51.75
503,RIG,"Transocean Ltd Common",-58.1,-14.62,5.78,-4.420000,Energy,"Oil & Gas Drilling",8.12,2.41,-1,0.44,2017-05-16,10.69
