#,Ticker,Name,Adj.Slope90,Adj.Slope125,Adj.Slope250,Avg.Slope.125.250,Sector,Industry,"Max Gap","Target Weight","Stock Trend - SMA100",ATR,Updated,"Close Price"
348,BWA,"BorgWarner Inc Common",0.0,10.99,28.09,19.540000,"Consumer Cyclicals","Auto, Truck & Motorcycle Parts",4.46,4.22,1,0.98,2017-05-04,41.33
349,MYL,"Mylan NV Common",0.0,3.50,-3.98,-0.240000,Healthcare,Pharmaceuticals,7.22,4.23,-1,0.90,2017-05-04,38.01
350,YUM,"Yum! Brands Inc Common",0.0,2.72,4.04,3.380000,"Consumer Cyclicals","Restaurants & Bars",2.88,8.80,1,0.78,2017-05-04,68.98
351,CVS,"CVS Health Corp Common",-0.1,0.62,-18.90,-9.140000,"Consumer non-Cyclicals","Drug Retailers",4.07,6.94,1,1.17,2017-05-04,81.13
352,MDLZ,"Mondelez International Inc Class A Common",-0.1,1.49,0.00,0.745000,"Consumer non-Cyclicals","Food Processing",5.81,6.50,1,0.69,2017-05-04,45.05
353,MS,"Morgan Stanley Common",-0.1,4.89,85.74,45.315000,Financials,"Investment Banking & Brokerage Services",5.46,4.64,-1,0.93,2017-05-04,43.28
354,CTL,"CenturyLink Inc Common",-0.2,0.00,-11.22,-5.610000,"Telecommunication Services","Integrated Telecommunications Services",6.61,4.49,-1,0.53,2017-05-04,23.74
355,SLG,"SL Green Realty Common",-0.2,0.32,0.03,0.175000,Financials,"Commercial REITs",2.92,5.80,-1,1.81,2017-05-04,104.86
356,CFG,"Citizens Financial Group Inc Common",-0.3,8.08,87.93,48.005000,Financials,Banks,5.98,4.09,1,0.91,2017-05-04,37.34
357,FLS,"Flowserve Corp Common",-0.4,0.22,0.09,0.155000,Industrials,"Industrial Machinery & Equipment",4.80,4.06,-1,1.20,2017-05-04,48.63
358,K,"Kellogg Co Common",-0.4,-0.14,-4.99,-2.565000,"Consumer non-Cyclicals","Food Processing",4.01,7.85,-1,0.90,2017-05-04,70.4
359,KEY,"KeyCorp Common",-0.4,2.11,68.66,35.385000,Financials,Banks,6.53,4.35,1,0.43,2017-05-04,18.9
360,MCK,"McKesson Corp Common",-0.4,0.03,-20.39,-10.180000,"Consumer non-Cyclicals","Drug Retailers",8.31,5.49,-1,2.59,2017-05-04,142.22
361,WFC,"Wells Fargo & Co Common",-0.4,2.04,13.06,7.550000,Financials,Banks,3.51,5.67,-1,0.97,2017-05-04,55.18
362,FAST,"Fastenal Co Common",-0.4,1.70,5.43,3.565000,Industrials,"Industrial Machinery & Equipment",8.05,4.53,-1,1.00,2017-05-04,45.53
363,AIV,"Apartment Investment and Management Co Class A Com",-0.5,2.73,0.29,1.510000,Financials,"Residential REITs",2.85,5.93,-1,0.73,2017-05-04,43.17
364,CINF,"Cincinnati Financial Corp Common",-0.5,-1.77,0.00,-0.885000,Financials,"Property & Casualty Insurance",6.65,6.50,-1,1.09,2017-05-04,70.96
365,TDG,"TransDigm Group Inc Common",-0.5,-5.46,-0.11,-2.785000,Industrials,"Aerospace & Defense",9.87,4.90,1,5.10,2017-05-04,250.04
366,MTB,"M&T Bank Corp Common",-0.6,8.54,46.20,27.370000,Financials,Banks,3.91,5.30,-1,3.00,2017-05-04,159.09
367,PXD,"Pioneer Natural Resources Co Common",-0.7,-0.00,8.67,4.335000,Energy,"Oil & Gas Exploration and Production",5.45,3.80,-1,4.36,2017-05-04,165.63
368,NLSN,"Nielsen Holdings PLC Common",-0.7,-1.47,-22.56,-12.015000,"Consumer Cyclicals","Advertising & Marketing",3.87,5.17,-1,0.77,2017-05-04,39.89
369,BLL,"Ball Corp Common",-0.8,-2.40,0.01,-1.195000,"Basic Materials","Non-Paper Containers & Packaging",5.60,7.17,1,1.12,2017-05-04,80.49
370,IBM,"International Business Machines Corp Common",-0.8,1.91,9.95,5.930000,Technology,"IT Services & Consulting",4.92,8.76,-1,1.81,2017-05-04,159.05
371,INTC,"Intel Corp Common",-0.9,0.35,6.07,3.210000,Technology,Semiconductors,3.42,6.79,1,0.54,2017-05-04,36.85
372,SJM,"J M Smucker Co Common",-0.9,0.29,-1.91,-0.810000,"Consumer non-Cyclicals","Food Processing",4.39,9.02,-1,1.39,2017-05-04,125.6
373,HBAN,"Huntington Bancshares Inc Common",-1.0,3.55,47.93,25.740000,Financials,Banks,6.07,4.32,-1,0.30,2017-05-04,13.05
374,RF,"Regions Financial Corp Common",-1.0,3.78,76.67,40.225000,Financials,Banks,6.13,3.77,-1,0.38,2017-05-04,14.27
375,PAYX,"Paychex Inc Common",-1.3,0.51,2.17,1.340000,Industrials,"Employment Services",2.94,7.95,-1,0.74,2017-05-04,58.68
376,VRSK,"Verisk Analytics Inc Common",-1.4,-1.66,0.07,-0.795000,Technology,"IT Services & Consulting",6.61,6.19,-1,1.26,2017-05-04,78.01
377,TAP,"Molson Coors Brewing Co Class B Common",-1.5,-1.90,-1.14,-1.520000,"Consumer non-Cyclicals",Brewers,4.69,6.10,-1,1.50,2017-05-04,91.73
378,ALK,"Alaska Air Group Inc Common",-1.5,8.41,56.40,32.405000,Industrials,Airlines,5.18,4.21,-1,2.03,2017-05-04,85.43
379,HBI,"HanesBrands Inc Common",-1.6,-13.80,-23.56,-18.680000,"Consumer Cyclicals","Apparel & Accessories",16.42,3.94,-1,0.53,2017-05-04,20.88
380,MLM,"Martin Marietta Materials Inc Common",-1.6,-0.21,12.49,6.140000,"Basic Materials","Construction Materials",7.62,4.13,1,5.72,2017-05-04,237
381,SCHW,"Charles Schwab Corp Common",-1.8,3.33,54.90,29.115000,Financials,"Investment Banking & Brokerage Services",6.38,4.38,-1,0.92,2017-05-04,40.16
382,LNC,"Lincoln National Corp Common",-2.1,1.61,73.82,37.715000,Financials,"Life & Health Insurance",5.28,4.69,-1,1.43,2017-05-04,67.31
383,ROST,"Ross Stores Inc Common",-2.2,-0.22,14.90,7.340000,"Consumer Cyclicals","Apparel & Accessories Retailers",2.60,6.97,-1,0.93,2017-05-04,64.57
384,AES,"AES Corp Common",-2.5,-2.52,-0.60,-1.560000,Utilities,"Electric Utilities",6.62,5.86,-1,0.19,2017-05-04,11.09
385,OMC,"Omnicom Group Inc Common",-2.6,-0.13,0.55,0.210000,"Consumer Cyclicals","Advertising & Marketing",3.58,7.73,-1,1.07,2017-05-04,82.93
386,JCI,"Johnson Controls International PLC Common",-2.7,-6.90,1.92,-2.490000,"Consumer Cyclicals","Auto, Truck & Motorcycle Parts",3.37,5.92,-1,0.70,2017-05-04,41.47
387,TROW,"T. Rowe Price Group Inc Common",-2.7,-1.90,-0.03,-0.965000,Financials,"Investment Management & Fund Operators",5.28,6.34,1,1.13,2017-05-04,71.78
388,NVDA,"NVIDIA Corp Common",-2.7,10.85,173.68,92.265000,Technology,Semiconductors,9.27,4.01,-1,2.59,2017-05-04,103.85
389,WHR,"Whirlpool Corp Common",-2.7,0.95,0.00,0.475000,"Consumer Cyclicals","Appliances, Tools & Housewares",8.55,5.84,1,3.14,2017-05-04,183.93
390,NOV,"National Oilwell Varco Inc Common",-2.7,0.23,11.57,5.900000,Energy,"Oil Related Services and Equipment",4.89,3.55,-1,0.94,2017-05-04,33.25
391,LYB,"LyondellBasell Industries NV Class A Common",-3.1,0.30,11.95,6.125000,"Basic Materials","Commodity Chemicals",4.35,4.85,-1,1.68,2017-05-04,81.42
392,IP,"International Paper Co Common",-3.2,1.11,22.01,11.560000,"Basic Materials","Paper Packaging",5.58,6.09,1,0.87,2017-05-04,53.15
393,FFIV,"F5 Networks Inc Common",-3.2,-1.02,22.18,10.580000,Technology,"IT Services & Consulting",8.25,5.03,-1,2.51,2017-05-04,126.42
394,UAL,"United Continental Holdings Inc Common",-3.5,0.52,80.43,40.475000,Industrials,Airlines,5.22,4.09,1,1.83,2017-05-04,74.91
395,R,"Ryder System Inc Common",-3.5,-4.93,9.66,2.365000,Industrials,"Ground Freight & Logistics",13.87,3.70,-1,1.85,2017-05-04,68.37
396,DG,"Dollar General Corp Common",-3.5,-4.86,-11.75,-8.305000,"Consumer Cyclicals","Discount Stores",4.91,5.81,1,1.26,2017-05-04,73.37
397,VLO,"Valero Energy Corp Common",-3.6,0.33,28.84,14.585000,Energy,"Oil & Gas Refining and Marketing",3.62,5.21,-1,1.23,2017-05-04,64.37
398,T,"AT&T Inc Common",-4.0,1.57,0.00,0.785000,"Telecommunication Services","Wireless Telecommunications Services",3.12,7.80,-1,0.49,2017-05-04,38.01
399,NEM,"Newmont Mining Corp Common",-4.4,0.00,-2.83,-1.415000,"Basic Materials",Gold,7.60,3.63,-1,0.89,2017-05-04,32.28
400,HRL,"Hormel Foods Corp Common",-4.6,-0.18,-0.66,-0.420000,"Consumer non-Cyclicals","Food Processing",5.39,8.11,-1,0.43,2017-05-04,34.75
401,FLR,"Fluor Corp Common",-4.6,0.00,0.77,0.385000,Industrials,"Construction & Engineering",4.18,4.96,-1,1.02,2017-05-04,50.6
402,SNA,"Snap-On Inc Common",-4.9,-0.01,4.94,2.465000,Industrials,"Industrial Machinery & Equipment",7.39,5.81,-1,2.92,2017-05-04,169.76
403,VMC,"Vulcan Materials Co Common",-4.9,-5.85,0.46,-2.695000,"Basic Materials","Construction Materials",4.90,4.44,1,2.88,2017-05-04,128.34
404,EQT,"EQT Corp Common",-4.9,-16.08,-16.76,-16.420000,Energy,"Oil & Gas Exploration and Production",7.07,3.35,-1,1.68,2017-05-04,56.25
405,COP,"ConocoPhillips Common",-5.0,-0.00,8.33,4.165000,Energy,"Oil & Gas Exploration and Production",8.81,4.25,-1,1.08,2017-05-04,45.92
406,ETFC,"E*TRADE Financial Corp Common",-5.1,0.46,47.37,23.915000,Financials,"Investment Banking & Brokerage Services",8.86,4.15,1,0.86,2017-05-04,35.92
407,SYY,"Sysco Corp Common",-5.1,-2.19,2.10,-0.045000,"Consumer non-Cyclicals","Food Retail & Distribution",3.19,9.11,1,0.60,2017-05-04,54.6
408,ZION,"Zions Bancorp Common",-5.5,1.88,75.96,38.920000,Financials,Banks,5.44,3.85,-1,1.06,2017-05-04,40.67
409,TSO,"Tesoro Corp Common",-5.8,-4.64,3.56,-0.540000,Energy,"Oil & Gas Refining and Marketing",3.55,4.50,-1,1.75,2017-05-04,78.92
410,MET,"Metlife Inc Common",-6.0,-1.49,25.66,12.085000,Financials,"Life & Health Insurance",5.27,5.68,-1,0.93,2017-05-04,52.65
411,KMI,"Kinder Morgan Inc Common",-6.0,-0.04,6.75,3.355000,Energy,"Oil & Gas Transportation Services",4.35,5.10,-1,0.39,2017-05-04,19.76
412,COF,"Capital One Financial Corp Common",-6.3,0.01,30.58,15.295000,Financials,"Consumer Lending",3.61,4.64,-1,1.78,2017-05-04,82.49
413,GS,"Goldman Sachs Group Inc Common",-6.4,1.58,67.16,34.370000,Financials,"Investment Banking & Brokerage Services",4.72,5.27,-1,4.30,2017-05-04,226.59
414,COTY,"Coty Inc Class A Common",-6.5,-4.00,-34.05,-19.025000,"Consumer non-Cyclicals","Personal Products",8.58,4.37,-1,0.42,2017-05-04,18.33
415,RHI,"Robert Half International Inc Common",-6.7,0.76,21.83,11.295000,Industrials,"Employment Services",7.27,4.73,-1,0.99,2017-05-04,46.81
416,APD,"Air Products and Chemicals Inc Common",-6.8,-1.87,1.14,-0.365000,"Basic Materials","Commodity Chemicals",4.57,8.11,1,1.78,2017-05-04,144.76
417,OKE,"ONEOK Inc Common",-7.9,0.00,23.07,11.535000,Energy,"Oil & Gas Transportation Services",5.37,4.10,-1,1.20,2017-05-04,49.34
418,VNO,"Vornado Realty Trust Common",-8.6,0.44,0.85,0.645000,Financials,"Commercial REITs",2.95,5.45,-1,1.74,2017-05-04,95.01
419,LKQ,"LKQ Corp Common",-8.9,-12.56,-4.85,-8.705000,"Consumer Cyclicals","Auto, Truck & Motorcycle Parts",4.45,5.47,1,0.57,2017-05-04,31.05
420,REG,"Regency Centers Corp Common",-9.0,-0.78,-16.50,-8.640000,Financials,"Commercial REITs",3.31,5.42,-1,1.15,2017-05-04,62.55
421,NAVI,"Navient Corp Common",-9.1,-10.81,9.57,-0.620000,Financials,"Consumer Lending",6.41,3.64,-1,0.42,2017-05-04,15.16
422,BBT,"BB&T Corp Common",-9.4,0.00,31.93,15.965000,Financials,Banks,4.82,5.56,-1,0.79,2017-05-04,44.06
423,M,"Macy's Inc Common",-9.6,-39.95,-1.77,-20.860000,"Consumer Cyclicals","Department Stores",13.90,3.86,-1,0.75,2017-05-04,28.92
424,GM,"General Motors Co Common",-9.7,0.00,16.72,8.360000,"Consumer Cyclicals","Auto & Truck Manufacturers",5.52,4.70,-1,0.70,2017-05-04,33.15
425,ALXN,"Alexion Pharmaceuticals Inc Common",-9.8,-0.00,-1.27,-0.635000,Healthcare,Pharmaceuticals,9.50,3.93,1,3.31,2017-05-04,130.15
426,GE,"General Electric Co Common",-9.9,-5.13,-0.22,-2.675000,Industrials,"Industrial Conglomerates",2.55,8.77,-1,0.33,2017-05-04,29.2
427,BBBY,"Bed Bath & Beyond Inc Common",-10.0,-17.01,-5.89,-11.450000,"Consumer Cyclicals","Home Furnishings Retailers",3.58,4.28,-1,0.87,2017-05-04,37.1
428,ORLY,"O'Reilly Automotive Inc Common",-10.1,-3.54,-0.11,-1.825000,"Consumer Cyclicals","Auto Vehicles, Parts & Service Retailers",4.13,4.32,-1,5.81,2017-05-04,250.82
429,TXT,"Textron Inc Common",-10.3,0.24,27.89,14.065000,Industrials,"Aerospace & Defense",5.37,5.84,-1,0.79,2017-05-04,46.25
430,WU,"Western Union Co Common",-10.5,-6.16,0.13,-3.015000,Industrials,"Business Support Services",4.32,5.91,-1,0.33,2017-05-04,19.4
431,KSS,"Kohls Corp Common",-11.1,-34.31,0.42,-16.945000,"Consumer Cyclicals","Department Stores",19.02,3.29,-1,1.20,2017-05-04,39.35
432,FRT,"Federal Realty Investment Trust Common",-11.2,-4.97,-15.56,-10.265000,Financials,"Commercial REITs",2.62,5.72,-1,2.29,2017-05-04,131.4
433,CXO,"Concho Resources Inc Common",-11.6,-3.31,3.35,0.020000,Energy,"Oil & Gas Exploration and Production",6.83,3.94,-1,3.22,2017-05-04,127.11
434,RL,"Ralph Lauren Corp Class A Common",-11.7,-37.79,-6.66,-22.225000,"Consumer Cyclicals","Apparel & Accessories",12.32,4.97,-1,1.62,2017-05-04,80.34
435,AAL,"American Airlines Group Inc Common",-12.1,-2.59,40.28,18.845000,Industrials,Airlines,5.32,3.55,-1,1.24,2017-05-04,43.91
436,BHI,"Baker Hughes Inc Common",-12.2,-4.34,34.32,14.990000,Energy,"Oil Related Services and Equipment",3.06,4.36,-1,1.32,2017-05-04,57.41
437,XOM,"Exxon Mobil Corp Common",-12.4,-10.42,-6.43,-8.425000,Energy,"Oil & Gas Refining and Marketing",2.09,8.59,-1,0.95,2017-05-04,81.64
438,UPS,"United Parcel Service Inc Class B Common",-12.7,-12.79,0.16,-6.315000,Industrials,"Courier, Postal, Air Freight & Land-based Logistic",6.75,8.00,-1,1.34,2017-05-04,107.05
439,GPC,"Genuine Parts Co Common",-13.4,-2.20,-1.65,-1.925000,"Consumer Cyclicals","Auto, Truck & Motorcycle Parts",3.50,6.93,-1,1.33,2017-05-04,92.25
440,FITB,"Fifth Third Bancorp Common",-13.5,-0.04,50.92,25.440000,Financials,Banks,4.87,4.10,-1,0.61,2017-05-04,24.91
441,MNK,"Mallinckrodt Plc Common",-14.4,-27.47,-20.49,-23.980000,Healthcare,Pharmaceuticals,6.16,3.28,-1,1.40,2017-05-04,45.8
442,JEC,"Jacobs Engineering Group Inc Common",-15.1,-4.47,5.35,0.440000,Industrials,"Construction & Engineering",5.25,5.53,-1,0.99,2017-05-04,54.78
443,SPG,"Simon Property Group Common",-15.3,-8.54,-16.65,-12.595000,Financials,"Commercial REITs",3.39,5.30,-1,3.12,2017-05-04,165.42
444,QCOM,"Qualcomm Inc Common",-15.5,-30.92,0.00,-15.460000,Technology,"Communications & Networking",12.72,5.78,-1,0.95,2017-05-04,54.91
445,DAL,"Delta Air Lines Inc Common",-16.0,-1.96,16.66,7.350000,Industrials,Airlines,5.35,4.66,1,1.04,2017-05-04,48.64
446,VZ,"Verizon Communications Inc Common",-16.4,-1.40,-3.47,-2.435000,"Telecommunication Services","Integrated Telecommunications Services",4.37,7.60,-1,0.60,2017-05-04,45.88
447,JBHT,"J B Hunt Transport Services Inc Common",-17.1,-0.14,13.81,6.835000,Industrials,"Ground Freight & Logistics",3.74,5.14,-1,1.72,2017-05-04,88.55
448,DFS,"Discover Financial Services Common",-17.3,-0.05,23.04,11.495000,Financials,"Consumer Lending",3.26,4.67,-1,1.30,2017-05-04,60.55
449,CPB,"Campbell Soup Co Common",-17.5,0.00,-0.89,-0.445000,"Consumer non-Cyclicals","Food Processing",6.51,7.89,-1,0.72,2017-05-04,57.24
450,GWW,"W W Grainger Inc Common",-17.7,-0.58,0.14,-0.220000,Industrials,"Industrial Machinery & Equipment",11.39,4.06,-1,4.61,2017-05-04,187.54
451,SEE,"Sealed Air Corp Common",-17.7,-5.69,-0.38,-3.035000,"Basic Materials","Non-Paper Containers & Packaging",6.13,6.91,-1,0.65,2017-05-04,45.18
452,PSX,"Phillips 66 Common",-17.9,-12.88,0.09,-6.395000,Energy,"Oil & Gas Refining and Marketing",2.63,6.50,-1,1.20,2017-05-04,78.24
453,GILD,"Gilead Sciences Inc Common",-18.2,-19.83,-21.29,-20.560000,Healthcare,"Biotechnology & Medical Research",8.61,6.80,-1,1.00,2017-05-04,68.08
454,ESRX,"Express Scripts Holding Co Common",-18.3,-20.09,-8.59,-14.340000,"Consumer non-Cyclicals","Drug Retailers",10.77,4.41,-1,1.40,2017-05-04,61.79
455,GIS,"General Mills Inc Common",-18.7,-9.60,-8.55,-9.075000,"Consumer non-Cyclicals","Food Processing",3.75,6.56,-1,0.87,2017-05-04,57.05
456,PBCT,"People's United Financial Inc Common",-19.2,-1.03,20.74,9.855000,Financials,Banks,4.35,5.17,-1,0.34,2017-05-04,17.51
457,SCG,"SCANA Corp Common",-19.7,-12.45,-2.74,-7.595000,Utilities,"Electric Utilities",4.53,6.78,-1,0.96,2017-05-04,64.92
458,F,"Ford Motor Co Common",-19.9,-2.44,-3.69,-3.065000,"Consumer Cyclicals","Auto & Truck Manufacturers",4.61,5.51,-1,0.20,2017-05-04,11
459,MOS,"Mosaic Co Common",-21.2,-0.03,3.00,1.485000,"Basic Materials","Agricultural Chemicals",7.15,3.15,-1,0.74,2017-05-04,23.32
460,AIG,"American International Group Inc Common",-21.3,-3.35,10.14,3.395000,Financials,"Multiline Insurance & Brokers",9.03,6.62,-1,0.95,2017-05-04,62.67
461,GGP,"GGP Inc Common",-22.3,-14.83,-15.66,-15.245000,Financials,"Commercial REITs",4.63,3.73,-1,0.60,2017-05-04,22.3
462,MAC,"Macerich Co Common",-22.4,-13.41,-19.29,-16.350000,Financials,"Commercial REITs",4.39,4.50,-1,1.37,2017-05-04,61.57
463,EOG,"EOG Resources Inc Common",-22.8,-1.42,14.62,6.600000,Energy,"Oil & Gas Exploration and Production",4.72,4.51,-1,1.96,2017-05-04,88.6
464,AZO,"Autozone Inc Common",-22.9,-14.60,-3.01,-8.805000,"Consumer Cyclicals","Auto Vehicles, Parts & Service Retailers",3.98,5.65,-1,12.37,2017-05-04,704.58
465,PRGO,"Perrigo Company PLC Common",-23.7,-31.00,-23.17,-27.085000,Healthcare,Pharmaceuticals,11.70,3.39,-1,2.16,2017-05-04,73.12
466,EVHC,"Envision Healthcare Corp Common",-23.7,-7.44,-10.03,-8.735000,Healthcare,"Healthcare Facilities & Services",6.30,3.59,-1,1.61,2017-05-04,57.76
467,SYF,"Synchrony Financial Common",-24.4,-0.50,16.80,8.150000,Financials,"Consumer Lending",15.89,2.91,-1,0.98,2017-05-04,28.67
468,CVX,"Chevron Corp Common",-24.5,-3.01,4.85,0.920000,Energy,"Oil & Gas Refining and Marketing",2.63,6.74,-1,1.55,2017-05-04,104.81
469,TRIP,"TripAdvisor Inc Common",-24.7,-18.91,-34.98,-26.945000,"Consumer Cyclicals","Leisure & Recreation",10.97,4.21,-1,1.09,2017-05-04,45.89
470,KORS,"Michael Kors Holdings Ltd Common",-24.7,-42.10,-15.50,-28.800000,"Consumer Cyclicals","Apparel & Accessories Retailers",10.80,4.29,-1,0.87,2017-05-04,37.51
471,FCX,"Freeport-McMoRan Inc Common",-26.1,-5.95,10.23,2.140000,"Basic Materials","Integrated  Mining",8.27,2.21,-1,0.53,2017-05-04,11.68
472,CSRA,"CSRA Inc Common",-26.7,-5.99,17.67,5.840000,Technology,"IT Services & Consulting",6.91,6.02,-1,0.49,2017-05-04,29.49
473,KMX,"Carmax Inc Common",-27.7,0.01,10.18,5.095000,"Consumer Cyclicals","Auto Vehicles, Parts & Service Retailers",4.31,3.80,-1,1.54,2017-05-04,58.71
474,MRO,"Marathon Oil Corp Common",-27.7,-3.54,7.38,1.920000,Energy,"Oil & Gas Exploration and Production",8.66,2.78,-1,0.51,2017-05-04,14.17
475,MUR,"Murphy Oil Corp Common",-28.9,-14.99,-0.47,-7.730000,Energy,"Oil & Gas Exploration and Production",6.74,2.83,-1,0.89,2017-05-04,25.3
476,AKAM,"Akamai Technologies Inc Common",-30.4,-12.04,12.80,0.380000,Technology,"IT Services & Consulting",15.52,3.27,-1,1.62,2017-05-04,52.86
477,KR,"Kroger Co Common",-31.1,-17.95,-5.41,-11.680000,"Consumer non-Cyclicals","Food Retail & Distribution",4.34,5.44,-1,0.54,2017-05-04,29.22
478,SLB,"Schlumberger NV Common",-31.2,-9.04,0.10,-4.470000,Energy,"Oil Related Services and Equipment",2.57,5.52,-1,1.28,2017-05-04,70.94
479,OXY,"Occidental Petroleum Corp Common",-32.0,-16.48,-15.79,-16.135000,Energy,"Oil & Gas Exploration and Production",4.08,5.10,-1,1.14,2017-05-04,58.02
480,NBL,"Noble Energy Inc Common",-33.4,-12.31,0.00,-6.155000,Energy,"Oil & Gas Exploration and Production",7.11,3.27,-1,0.93,2017-05-04,30.61
481,CHK,"Chesapeake Energy Corp Common",-34.0,-12.67,8.94,-1.865000,Energy,"Oil & Gas Exploration and Production",7.79,1.90,-1,0.27,2017-05-04,5.13
482,NFX,"Newfield Exploration Co Common",-35.6,-21.30,-4.76,-13.030000,Energy,"Oil & Gas Exploration and Production",8.05,2.77,-1,1.22,2017-05-04,33.65
483,AYI,"Acuity Brands Inc Common",-35.6,-44.04,-21.46,-32.750000,"Consumer Cyclicals","Construction Supplies & Fixtures",14.77,4.32,-1,4.15,2017-05-04,179.81
484,MAT,"Mattel Inc Common",-35.7,-40.15,-19.44,-29.795000,"Consumer Cyclicals","Toys & Children's Products",17.65,3.84,-1,0.57,2017-05-04,21.78
485,DVN,"Devon Energy Corp Common",-36.1,-12.54,6.26,-3.140000,Energy,"Oil & Gas Exploration and Production",6.52,3.12,-1,1.18,2017-05-04,36.98
486,TSCO,"Tractor Supply Co Common",-36.3,-10.86,-18.03,-14.445000,"Consumer Cyclicals","Other Specialty Retailers",8.32,4.19,-1,1.47,2017-05-04,61.54
487,CF,"CF Industries Holdings Inc Common",-38.2,-0.00,5.12,2.560000,"Basic Materials","Agricultural Chemicals",6.12,2.89,-1,0.94,2017-05-04,27.07
488,HAL,"Halliburton Co Common",-38.5,-1.80,14.72,6.460000,Energy,"Oil Related Services and Equipment",3.49,4.08,-1,1.09,2017-05-04,44.6
489,HP,"Helmerich and Payne Inc Common",-39.6,-6.85,2.43,-2.210000,Energy,"Oil & Gas Drilling",7.40,3.32,-1,1.75,2017-05-04,58.05
490,KIM,"Kimco Realty Common",-40.0,-31.12,-25.63,-28.375000,Financials,"Commercial REITs",2.94,4.00,-1,0.50,2017-05-04,19.96
491,XEC,"Cimarex Energy Co Common",-40.1,-11.45,0.36,-5.545000,Energy,"Oil & Gas Exploration and Production",3.86,4.02,-1,2.88,2017-05-04,115.83
492,UA,"Under Armour Inc Class C Common",-41.3,-46.00,-49.22,-47.610000,"Consumer Cyclicals","Apparel & Accessories",23.40,3.34,-1,0.56,2017-05-04,18.81
493,RRC,"Range Resources Corp Common",-42.4,-36.14,-34.59,-35.365000,Energy,"Oil & Gas Exploration and Production",6.64,2.76,-1,0.92,2017-05-04,25.47
494,APC,"Anadarko Petroleum Corp Common",-43.2,-5.90,14.33,4.215000,Energy,"Oil & Gas Exploration and Production",7.69,3.18,-1,1.63,2017-05-04,51.94
495,AN,"AutoNation Inc Common",-43.9,-3.70,-2.70,-3.200000,"Consumer Cyclicals","Auto Vehicles, Parts & Service Retailers",4.21,3.42,-1,1.18,2017-05-04,40.43
496,AAP,"Advance Auto Parts Inc Common",-44.0,-10.41,-0.01,-5.210000,"Consumer Cyclicals","Auto Vehicles, Parts & Service Retailers",2.91,5.31,-1,2.72,2017-05-04,144.81
497,HES,"Hess Corp Common",-44.6,-10.55,-2.62,-6.585000,Energy,"Oil & Gas Refining and Marketing",4.87,3.14,-1,1.46,2017-05-04,45.84
498,LB,"L Brands Inc Common",-46.4,-53.11,-18.46,-35.785000,"Consumer Cyclicals","Apparel & Accessories Retailers",15.81,3.49,-1,1.41,2017-05-04,49.44
499,SIG,"Signet Jewelers Ltd Common",-47.3,-48.50,-13.68,-31.090000,"Consumer Cyclicals","Apparel & Accessories Retailers",12.75,3.67,-1,1.74,2017-05-04,63.9
500,APA,"Apache Corp Common",-48.6,-34.32,-0.01,-17.165000,Energy,"Oil & Gas Exploration and Production",3.90,3.49,-1,1.37,2017-05-04,47.9
501,TGT,"Target Corp Common",-48.6,-47.72,-9.72,-28.720000,"Consumer Cyclicals","Discount Stores",12.17,6.32,-1,0.91,2017-05-04,57.29
502,UAA,"Under Armour Inc Class A Common",-49.4,-60.05,-46.45,-53.250000,"Consumer Cyclicals","Apparel & Accessories",25.74,3.10,-1,0.66,2017-05-04,20.42
503,RIG,"Transocean Ltd Common",-56.8,-0.67,9.82,4.575000,Energy,"Oil & Gas Drilling",7.76,2.31,-1,0.45,2017-05-04,10.34
